location,date,vaccine,total_vaccinations
South Korea,2022-04-22,Pfizer/BioNTech,75236598
South Korea,2022-04-23,Johnson&Johnson,1543607
South Korea,2022-04-23,Moderna,24374693
South Korea,2022-04-23,Novavax,311539
South Korea,2022-04-23,Oxford/AstraZeneca,20324328
South Korea,2022-04-23,Pfizer/BioNTech,75269069
South Korea,2022-04-24,Moderna,24374733
South Korea,2022-04-24,Novavax,311620
South Korea,2022-04-24,Oxford/AstraZeneca,20324331
South Korea,2022-04-24,Pfizer/BioNTech,75269548
South Korea,2022-04-25,Johnson&Johnson,1543611
South Korea,2022-04-25,Moderna,24389931
South Korea,2022-04-25,Novavax,324989
South Korea,2022-04-25,Oxford/AstraZeneca,20324333
South Korea,2022-04-25,Pfizer/BioNTech,75451356
South Korea,2022-04-26,Johnson&Johnson,1543614
South Korea,2022-04-26,Moderna,24404094
South Korea,2022-04-26,Novavax,337197
South Korea,2022-04-26,Oxford/AstraZeneca,20324337
South Korea,2022-04-26,Pfizer/BioNTech,75649853
South Korea,2022-04-27,Johnson&Johnson,1543625
South Korea,2022-04-27,Moderna,24419795
South Korea,2022-04-27,Novavax,349006
South Korea,2022-04-27,Oxford/AstraZeneca,20324341
South Korea,2022-04-27,Pfizer/BioNTech,75853051
South Korea,2022-04-28,Johnson&Johnson,1543632
South Korea,2022-04-28,Moderna,24434963
South Korea,2022-04-28,Novavax,359904
South Korea,2022-04-28,Oxford/AstraZeneca,20324345
South Korea,2022-04-28,Pfizer/BioNTech,76039289
South Korea,2022-04-29,Johnson&Johnson,1543645
South Korea,2022-04-29,Moderna,24464987
South Korea,2022-04-29,Novavax,380929
South Korea,2022-04-29,Oxford/AstraZeneca,20324357
South Korea,2022-04-29,Pfizer/BioNTech,76383346
South Korea,2022-04-30,Moderna,24472146
South Korea,2022-04-30,Novavax,385834
South Korea,2022-04-30,Pfizer/BioNTech,76454870
South Korea,2022-05-01,Moderna,24472233
South Korea,2022-05-01,Novavax,385925
South Korea,2022-05-01,Pfizer/BioNTech,76455895
South Korea,2022-05-02,Johnson&Johnson,1543650
South Korea,2022-05-02,Moderna,24485676
South Korea,2022-05-02,Novavax,395097
South Korea,2022-05-02,Oxford/AstraZeneca,20324361
South Korea,2022-05-02,Pfizer/BioNTech,76600402
South Korea,2022-05-03,Johnson&Johnson,1543652
South Korea,2022-05-03,Moderna,24498730
South Korea,2022-05-03,Novavax,404454
South Korea,2022-05-03,Pfizer/BioNTech,76759682
South Korea,2022-05-04,Johnson&Johnson,1543662
South Korea,2022-05-04,Moderna,24512519
South Korea,2022-05-04,Novavax,412994
South Korea,2022-05-04,Oxford/AstraZeneca,20324364
South Korea,2022-05-04,Pfizer/BioNTech,76899799
South Korea,2022-05-05,Moderna,24512819
South Korea,2022-05-05,Novavax,413348
South Korea,2022-05-05,Oxford/AstraZeneca,20324365
South Korea,2022-05-05,Pfizer/BioNTech,76902832
South Korea,2022-05-06,Johnson&Johnson,1543669
South Korea,2022-05-06,Moderna,24538029
South Korea,2022-05-06,Novavax,427497
South Korea,2022-05-06,Oxford/AstraZeneca,20324367
South Korea,2022-05-06,Pfizer/BioNTech,77118384
South Korea,2022-05-07,Moderna,24542957
South Korea,2022-05-07,Novavax,430553
South Korea,2022-05-07,Pfizer/BioNTech,77160476
South Korea,2022-05-08,Moderna,24543019
South Korea,2022-05-08,Novavax,430599
South Korea,2022-05-08,Oxford/AstraZeneca,20324368
South Korea,2022-05-08,Pfizer/BioNTech,77161016
South Korea,2022-05-09,Johnson&Johnson,1543678
South Korea,2022-05-09,Moderna,24554450
South Korea,2022-05-09,Novavax,437362
South Korea,2022-05-09,Oxford/AstraZeneca,20324370
South Korea,2022-05-09,Pfizer/BioNTech,77250468
South Korea,2022-05-10,Johnson&Johnson,1543681
South Korea,2022-05-10,Moderna,24565669
South Korea,2022-05-10,Novavax,444419
South Korea,2022-05-10,Oxford/AstraZeneca,20324371
South Korea,2022-05-10,Pfizer/BioNTech,77359791
South Korea,2022-05-11,Johnson&Johnson,1543696
South Korea,2022-05-11,Moderna,24576261
South Korea,2022-05-11,Novavax,450901
South Korea,2022-05-11,Oxford/AstraZeneca,20324374
South Korea,2022-05-11,Pfizer/BioNTech,77449938
South Korea,2022-05-12,Johnson&Johnson,1543702
South Korea,2022-05-12,Moderna,24585940
South Korea,2022-05-12,Novavax,457130
South Korea,2022-05-12,Oxford/AstraZeneca,20324375
South Korea,2022-05-12,Pfizer/BioNTech,77538944
South Korea,2022-05-13,Johnson&Johnson,1543706
South Korea,2022-05-13,Moderna,24603624
South Korea,2022-05-13,Novavax,467645
South Korea,2022-05-13,Oxford/AstraZeneca,20324379
South Korea,2022-05-13,Pfizer/BioNTech,77674582
South Korea,2022-05-14,Johnson&Johnson,1543708
South Korea,2022-05-14,Moderna,24607888
South Korea,2022-05-14,Novavax,470254
South Korea,2022-05-14,Oxford/AstraZeneca,20324381
South Korea,2022-05-14,Pfizer/BioNTech,77704615
South Korea,2022-05-15,Johnson&Johnson,1543709
South Korea,2022-05-15,Moderna,24607945
South Korea,2022-05-15,Novavax,470307
South Korea,2022-05-15,Pfizer/BioNTech,77705018
South Korea,2022-05-16,Johnson&Johnson,1543713
South Korea,2022-05-16,Moderna,24615300
South Korea,2022-05-16,Novavax,475298
South Korea,2022-05-16,Oxford/AstraZeneca,20324382
South Korea,2022-05-16,Pfizer/BioNTech,77756447
South Korea,2022-05-17,Johnson&Johnson,1543718
South Korea,2022-05-17,Moderna,24622674
South Korea,2022-05-17,Novavax,480622
South Korea,2022-05-17,Pfizer/BioNTech,77820045
South Korea,2022-05-18,Johnson&Johnson,1543729
South Korea,2022-05-18,Moderna,24629391
South Korea,2022-05-18,Novavax,485075
South Korea,2022-05-18,Oxford/AstraZeneca,20324383
South Korea,2022-05-18,Pfizer/BioNTech,77873287
South Korea,2022-05-19,Johnson&Johnson,1543734
South Korea,2022-05-19,Moderna,24635910
South Korea,2022-05-19,Novavax,489729
South Korea,2022-05-19,Oxford/AstraZeneca,20324384
South Korea,2022-05-19,Pfizer/BioNTech,77923356
South Korea,2022-05-20,Johnson&Johnson,1543740
South Korea,2022-05-20,Moderna,24647954
South Korea,2022-05-20,Novavax,497839
South Korea,2022-05-20,Oxford/AstraZeneca,20324385
South Korea,2022-05-20,Pfizer/BioNTech,78008209
South Korea,2022-05-21,Johnson&Johnson,1543743
South Korea,2022-05-21,Moderna,24650925
South Korea,2022-05-21,Novavax,499868
South Korea,2022-05-21,Oxford/AstraZeneca,20324386
South Korea,2022-05-21,Pfizer/BioNTech,78027427
South Korea,2022-05-22,Moderna,24650968
South Korea,2022-05-22,Novavax,499907
South Korea,2022-05-22,Oxford/AstraZeneca,20324387
South Korea,2022-05-22,Pfizer/BioNTech,78027679
South Korea,2022-05-23,Johnson&Johnson,1543751
South Korea,2022-05-23,Moderna,24656105
South Korea,2022-05-23,Novavax,503832
South Korea,2022-05-23,Pfizer/BioNTech,78061192
South Korea,2022-05-24,Johnson&Johnson,1543754
South Korea,2022-05-24,Moderna,24661543
South Korea,2022-05-24,Novavax,508145
South Korea,2022-05-24,Oxford/AstraZeneca,20324388
South Korea,2022-05-24,Pfizer/BioNTech,78102205
South Korea,2022-05-25,Johnson&Johnson,1543760
South Korea,2022-05-25,Moderna,24666401
South Korea,2022-05-25,Novavax,511912
South Korea,2022-05-25,Oxford/AstraZeneca,20324390
South Korea,2022-05-25,Pfizer/BioNTech,78138883
South Korea,2022-05-26,Johnson&Johnson,1543771
South Korea,2022-05-26,Moderna,24671222
South Korea,2022-05-26,Novavax,515566
South Korea,2022-05-26,Pfizer/BioNTech,78175050
South Korea,2022-05-27,Johnson&Johnson,1543781
South Korea,2022-05-27,Moderna,24680173
South Korea,2022-05-27,Novavax,522150
South Korea,2022-05-27,Oxford/AstraZeneca,20324393
South Korea,2022-05-27,Pfizer/BioNTech,78239934
South Korea,2022-05-28,Moderna,24682318
South Korea,2022-05-28,Novavax,523809
South Korea,2022-05-28,Oxford/AstraZeneca,20324395
South Korea,2022-05-28,Pfizer/BioNTech,78256645
South Korea,2022-05-29,Moderna,24682345
South Korea,2022-05-29,Novavax,523842
South Korea,2022-05-29,Pfizer/BioNTech,78256887
South Korea,2022-05-30,Johnson&Johnson,1543786
South Korea,2022-05-30,Moderna,24686456
South Korea,2022-05-30,Novavax,527168
South Korea,2022-05-30,Pfizer/BioNTech,78282423
South Korea,2022-05-31,Johnson&Johnson,1543789
South Korea,2022-05-31,Moderna,24690173
South Korea,2022-05-31,Novavax,530421
South Korea,2022-05-31,Oxford/AstraZeneca,20324397
South Korea,2022-05-31,Pfizer/BioNTech,78309570
South Korea,2022-06-01,Moderna,24690562
South Korea,2022-06-01,Novavax,530781
South Korea,2022-06-01,Oxford/AstraZeneca,20324399
South Korea,2022-06-01,Pfizer/BioNTech,78312308
South Korea,2022-06-02,Johnson&Johnson,1543793
South Korea,2022-06-02,Moderna,24693829
South Korea,2022-06-02,Novavax,533338
South Korea,2022-06-02,Oxford/AstraZeneca,20324401
South Korea,2022-06-02,Pfizer/BioNTech,78334129
South Korea,2022-06-03,Johnson&Johnson,1543806
South Korea,2022-06-03,Moderna,24699682
South Korea,2022-06-03,Novavax,538384
South Korea,2022-06-03,Oxford/AstraZeneca,20324403
South Korea,2022-06-03,Pfizer/BioNTech,78375519
South Korea,2022-06-04,Johnson&Johnson,1543807
South Korea,2022-06-04,Moderna,24701112
South Korea,2022-06-04,Novavax,539673
South Korea,2022-06-04,Oxford/AstraZeneca,20324404
South Korea,2022-06-04,Pfizer/BioNTech,78386448
South Korea,2022-06-05,Moderna,24701131
South Korea,2022-06-05,Novavax,539693
South Korea,2022-06-05,Pfizer/BioNTech,78386579
South Korea,2022-06-06,Moderna,24701263
South Korea,2022-06-06,Novavax,539844
South Korea,2022-06-06,Oxford/AstraZeneca,20324405
South Korea,2022-06-06,Pfizer/BioNTech,78387303
South Korea,2022-06-07,Johnson&Johnson,1543808
South Korea,2022-06-07,Moderna,24703840
South Korea,2022-06-07,Novavax,542248
South Korea,2022-06-07,Oxford/AstraZeneca,20324406
South Korea,2022-06-07,Pfizer/BioNTech,78402933
South Korea,2022-06-08,Johnson&Johnson,1543820
South Korea,2022-06-08,Moderna,24706353
South Korea,2022-06-08,Novavax,544932
South Korea,2022-06-08,Pfizer/BioNTech,78420601
South Korea,2022-06-09,Johnson&Johnson,1543823
South Korea,2022-06-09,Moderna,24708535
South Korea,2022-06-09,Novavax,547229
South Korea,2022-06-09,Pfizer/BioNTech,78435147
South Korea,2022-06-10,Johnson&Johnson,1543827
South Korea,2022-06-10,Moderna,24712493
South Korea,2022-06-10,Novavax,551558
South Korea,2022-06-10,Pfizer/BioNTech,78463517
South Korea,2022-06-11,Moderna,24713441
South Korea,2022-06-11,Novavax,552618
South Korea,2022-06-11,Pfizer/BioNTech,78470626
South Korea,2022-06-12,Moderna,24713453
South Korea,2022-06-12,Novavax,552633
South Korea,2022-06-12,Pfizer/BioNTech,78470735
South Korea,2022-06-13,Johnson&Johnson,1543831
South Korea,2022-06-13,Moderna,24715109
South Korea,2022-06-13,Novavax,555211
South Korea,2022-06-13,Pfizer/BioNTech,78481315
South Korea,2022-06-14,Johnson&Johnson,1543837
South Korea,2022-06-14,Moderna,24716783
South Korea,2022-06-14,Novavax,557443
South Korea,2022-06-14,Oxford/AstraZeneca,20324407
South Korea,2022-06-14,Pfizer/BioNTech,78493009
South Korea,2022-06-15,Johnson&Johnson,1543845
South Korea,2022-06-15,Moderna,24718532
South Korea,2022-06-15,Novavax,559182
South Korea,2022-06-15,Pfizer/BioNTech,78505381
South Korea,2022-06-16,Johnson&Johnson,1543855
South Korea,2022-06-16,Moderna,24720055
South Korea,2022-06-16,Novavax,560258
South Korea,2022-06-16,Pfizer/BioNTech,78516574
South Korea,2022-06-17,Johnson&Johnson,1543858
South Korea,2022-06-17,Moderna,24722846
South Korea,2022-06-17,Novavax,561844
South Korea,2022-06-17,Pfizer/BioNTech,78537443
South Korea,2022-06-18,Moderna,24723494
South Korea,2022-06-18,Novavax,562212
South Korea,2022-06-18,Pfizer/BioNTech,78543011
South Korea,2022-06-19,Moderna,24723499
South Korea,2022-06-19,Novavax,562216
South Korea,2022-06-19,Pfizer/BioNTech,78543081
South Korea,2022-06-20,Johnson&Johnson,1543862
South Korea,2022-06-20,Moderna,24724918
South Korea,2022-06-20,Novavax,563065
South Korea,2022-06-20,Pfizer/BioNTech,78551868
South Korea,2022-06-21,Moderna,24726356
South Korea,2022-06-21,Novavax,563970
South Korea,2022-06-21,Pfizer/BioNTech,78562197
South Korea,2022-06-22,Johnson&Johnson,1543875
South Korea,2022-06-22,Moderna,24727919
South Korea,2022-06-22,Novavax,564866
South Korea,2022-06-22,Oxford/AstraZeneca,20324408
South Korea,2022-06-22,Pfizer/BioNTech,78572262
South Korea,2022-06-23,Johnson&Johnson,1543879
South Korea,2022-06-23,Moderna,24729252
South Korea,2022-06-23,Novavax,565809
South Korea,2022-06-23,Oxford/AstraZeneca,20324409
South Korea,2022-06-23,Pfizer/BioNTech,78582638
South Korea,2022-06-24,Johnson&Johnson,1543887
South Korea,2022-06-24,Moderna,24732071
South Korea,2022-06-24,Novavax,567910
South Korea,2022-06-24,Oxford/AstraZeneca,20324410
South Korea,2022-06-24,Pfizer/BioNTech,78602108
South Korea,2022-06-25,Moderna,24732750
South Korea,2022-06-25,Novavax,568349
South Korea,2022-06-25,Pfizer/BioNTech,78607364
South Korea,2022-06-26,Moderna,24732753
South Korea,2022-06-26,Novavax,568354
South Korea,2022-06-26,Pfizer/BioNTech,78607460
South Korea,2022-06-27,Johnson&Johnson,1543896
South Korea,2022-06-27,Moderna,24734158
South Korea,2022-06-27,Novavax,569383
South Korea,2022-06-27,Pfizer/BioNTech,78616224
South Korea,2022-06-28,Moderna,24735893
South Korea,2022-06-28,Novavax,570679
South Korea,2022-06-28,Pfizer/BioNTech,78626044
South Korea,2022-06-29,Johnson&Johnson,1543905
South Korea,2022-06-29,Moderna,24737252
South Korea,2022-06-29,Novavax,571874
South Korea,2022-06-29,Pfizer/BioNTech,78636277
South Korea,2022-06-30,Johnson&Johnson,1543907
South Korea,2022-06-30,Moderna,24738771
South Korea,2022-06-30,Novavax,573034
South Korea,2022-06-30,Pfizer/BioNTech,78646080
South Korea,2022-07-01,Moderna,24741290
South Korea,2022-07-01,Novavax,575007
South Korea,2022-07-01,Pfizer/BioNTech,78662487
South Korea,2022-07-02,Moderna,24741912
South Korea,2022-07-02,Novavax,575613
South Korea,2022-07-02,Pfizer/BioNTech,78667126
South Korea,2022-07-03,Moderna,24741926
South Korea,2022-07-03,Novavax,575619
South Korea,2022-07-03,Pfizer/BioNTech,78667189
South Korea,2022-07-04,Johnson&Johnson,1543920
South Korea,2022-07-04,Moderna,24743394
South Korea,2022-07-04,Novavax,576859
South Korea,2022-07-04,Pfizer/BioNTech,78675670
South Korea,2022-07-05,Moderna,24744836
South Korea,2022-07-05,Novavax,578231
South Korea,2022-07-05,Pfizer/BioNTech,78686415
South Korea,2022-07-06,Johnson&Johnson,1543933
South Korea,2022-07-06,Moderna,24746755
South Korea,2022-07-06,Novavax,579852
South Korea,2022-07-06,Pfizer/BioNTech,78698506
South Korea,2022-07-07,Johnson&Johnson,1543942
South Korea,2022-07-07,Moderna,24748800
South Korea,2022-07-07,Novavax,581628
South Korea,2022-07-07,Pfizer/BioNTech,78711400
South Korea,2022-07-08,Johnson&Johnson,1543949
South Korea,2022-07-08,Moderna,24753352
South Korea,2022-07-08,Novavax,585285
South Korea,2022-07-08,Pfizer/BioNTech,78739318
South Korea,2022-07-09,Moderna,24754390
South Korea,2022-07-09,Novavax,586254
South Korea,2022-07-09,Oxford/AstraZeneca,20324411
South Korea,2022-07-09,Pfizer/BioNTech,78746739
South Korea,2022-07-10,Moderna,24754398
South Korea,2022-07-10,Novavax,586271
South Korea,2022-07-10,Pfizer/BioNTech,78746860
South Korea,2022-07-11,Johnson&Johnson,1543951
South Korea,2022-07-11,Moderna,24757007
South Korea,2022-07-11,Novavax,588539
South Korea,2022-07-11,Pfizer/BioNTech,78761053
South Korea,2022-07-12,Johnson&Johnson,1543952
South Korea,2022-07-12,Moderna,24760364
South Korea,2022-07-12,Novavax,590981
South Korea,2022-07-12,Pfizer/BioNTech,78778977
South Korea,2022-07-13,Johnson&Johnson,1543959
South Korea,2022-07-13,Moderna,24764597
South Korea,2022-07-13,Novavax,593850
South Korea,2022-07-13,Oxford/AstraZeneca,20324412
South Korea,2022-07-13,Pfizer/BioNTech,78799764
South Korea,2022-07-14,Johnson&Johnson,1543963
South Korea,2022-07-14,Moderna,24769474
South Korea,2022-07-14,Novavax,597115
South Korea,2022-07-14,Pfizer/BioNTech,78822732
South Korea,2022-07-15,Johnson&Johnson,1543971
South Korea,2022-07-15,Moderna,24779892
South Korea,2022-07-15,Novavax,603370
South Korea,2022-07-15,Pfizer/BioNTech,78872914
South Korea,2022-07-16,Moderna,24782383
South Korea,2022-07-16,Novavax,604816
South Korea,2022-07-16,Pfizer/BioNTech,78886640
South Korea,2022-07-17,Moderna,24782403
South Korea,2022-07-17,Novavax,604832
South Korea,2022-07-17,Pfizer/BioNTech,78886857
South Korea,2022-07-18,Johnson&Johnson,1543985
South Korea,2022-07-18,Moderna,24791835
South Korea,2022-07-18,Novavax,610969
South Korea,2022-07-18,Pfizer/BioNTech,78938372
South Korea,2022-07-19,Johnson&Johnson,1543987
South Korea,2022-07-19,Moderna,24802041
South Korea,2022-07-19,Novavax,617342
South Korea,2022-07-19,Pfizer/BioNTech,79000544
South Korea,2022-07-20,Johnson&Johnson,1544006
South Korea,2022-07-20,Moderna,24813371
South Korea,2022-07-20,Novavax,624054
South Korea,2022-07-20,Oxford/AstraZeneca,20324413
South Korea,2022-07-20,Pfizer/BioNTech,79069718
South Korea,2022-07-21,Johnson&Johnson,1544010
South Korea,2022-07-21,Moderna,24825059
South Korea,2022-07-21,Novavax,630493
South Korea,2022-07-21,Pfizer/BioNTech,79139237
South Korea,2022-07-22,Johnson&Johnson,1544020
South Korea,2022-07-22,Moderna,24847768
South Korea,2022-07-22,Novavax,642726
South Korea,2022-07-22,Pfizer/BioNTech,79282267
South Korea,2022-07-23,Moderna,24853887
South Korea,2022-07-23,Novavax,645983
South Korea,2022-07-23,Pfizer/BioNTech,79321573
South Korea,2022-07-24,Moderna,24853959
South Korea,2022-07-24,Novavax,646035
South Korea,2022-07-24,Pfizer/BioNTech,79322306
South Korea,2022-07-25,Johnson&Johnson,1544024
South Korea,2022-07-25,Moderna,24863760
South Korea,2022-07-25,Novavax,651826
South Korea,2022-07-25,Pfizer/BioNTech,79385074
South Korea,2022-07-26,Moderna,24872700
South Korea,2022-07-26,Novavax,657475
South Korea,2022-07-26,Pfizer/BioNTech,79445532
South Korea,2022-07-27,Johnson&Johnson,1544028
South Korea,2022-07-27,Moderna,24881003
South Korea,2022-07-27,Novavax,663233
South Korea,2022-07-27,Pfizer/BioNTech,79501060
South Korea,2022-07-28,Johnson&Johnson,1544041
South Korea,2022-07-28,Moderna,24888590
South Korea,2022-07-28,Novavax,668429
South Korea,2022-07-28,Pfizer/BioNTech,79549784
South Korea,2022-07-29,Johnson&Johnson,1544049
South Korea,2022-07-29,Moderna,24901366
South Korea,2022-07-29,Novavax,676753
South Korea,2022-07-29,Pfizer/BioNTech,79637884
South Korea,2022-07-30,Johnson&Johnson,1544052
South Korea,2022-07-30,Moderna,24904845
South Korea,2022-07-30,Novavax,678941
South Korea,2022-07-30,Pfizer/BioNTech,79661927
South Korea,2022-07-31,Moderna,24904887
South Korea,2022-07-31,Novavax,678960
South Korea,2022-07-31,Pfizer/BioNTech,79662345
South Korea,2022-08-01,Johnson&Johnson,1544061
South Korea,2022-08-01,Moderna,24922534
South Korea,2022-08-01,Novavax,685455
South Korea,2022-08-01,Pfizer/BioNTech,79743137
South Korea,2022-08-02,Johnson&Johnson,1544065
South Korea,2022-08-02,Moderna,24939192
South Korea,2022-08-02,Novavax,692251
South Korea,2022-08-02,Pfizer/BioNTech,79827865
South Korea,2022-08-03,Johnson&Johnson,1544071
South Korea,2022-08-03,Moderna,24954946
South Korea,2022-08-03,Novavax,697967
South Korea,2022-08-03,Pfizer/BioNTech,79902954
South Korea,2022-08-04,Johnson&Johnson,1544080
South Korea,2022-08-04,Moderna,24969369
South Korea,2022-08-04,Novavax,704049
South Korea,2022-08-04,Pfizer/BioNTech,79969796
South Korea,2022-08-05,Johnson&Johnson,1544091
South Korea,2022-08-05,Moderna,24997968
South Korea,2022-08-05,Novavax,713864
South Korea,2022-08-05,Pfizer/BioNTech,80100231
South Korea,2022-08-06,Johnson&Johnson,1544092
South Korea,2022-08-06,Moderna,25006006
South Korea,2022-08-06,Novavax,716568
South Korea,2022-08-06,Pfizer/BioNTech,80143522
South Korea,2022-08-07,Moderna,25006089
South Korea,2022-08-07,Novavax,716589
South Korea,2022-08-07,Pfizer/BioNTech,80144520
South Korea,2022-08-08,Johnson&Johnson,1544094
South Korea,2022-08-08,Moderna,25020302
South Korea,2022-08-08,Novavax,721584
South Korea,2022-08-08,Pfizer/BioNTech,80206478
South Korea,2022-08-09,Johnson&Johnson,1544098
South Korea,2022-08-09,Moderna,25032697
South Korea,2022-08-09,Novavax,726709
South Korea,2022-08-09,Pfizer/BioNTech,80268263
South Korea,2022-08-10,Johnson&Johnson,1544105
South Korea,2022-08-10,Moderna,25043958
South Korea,2022-08-10,Novavax,731205
South Korea,2022-08-10,Pfizer/BioNTech,80321378
South Korea,2022-08-11,Johnson&Johnson,1544111
South Korea,2022-08-11,Moderna,25054814
South Korea,2022-08-11,Novavax,735310
South Korea,2022-08-11,Pfizer/BioNTech,80370028
South Korea,2022-08-12,Johnson&Johnson,1544118
